method,prediction_mae,prediction_rmse,nominal_max_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,random_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,topology,seed,load_scale,ablation_family,ablation_variant,experiment_label,method_profile,history_window,transformer_model_dim,transformer_num_heads,transformer_num_layers,transformer_dropout,transformer_epochs,transformer_learning_rate,robust_max_scenarios,robust_num_central_scenarios,robust_include_random_scenario,robust_nominal_weight,robust_worst_case_weight,uncertainty_multiplier_config
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.985608859097436,2.62829029025641,1.2549474335470083,0.6710944875436149,0.831678885242427,0.3289055124563851,0.1683211147575731,0.6906080911253532,0.8369701896741041,0.6002161502838135,1.4041348695755005,1.0742233724768482,0.98560886,2.6282903,abilene,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.97279061,2.5941082907692308,1.252669943880342,0.6911667426118348,0.8382587121066655,0.3088332573881652,0.1617412878933346,0.6916239653948743,0.8378674716319746,0.6327958703041077,1.2704874277114868,1.0727747346746406,0.9727906092307692,2.5941083,abilene,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.0791344634700857,1.4814157676923072,1.103304389094017,0.76107553825224,0.8299057966285692,0.23892446174776,0.1700942033714308,0.7547135593866604,0.8310068529795106,0.6234637498855591,1.1295514106750488,1.0740606146597378,1.0791345,2.0042389,nsfnet,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,1.02186755,1.4503093602222223,1.0602834052735042,0.7662641453796812,0.8330504752695641,0.2337358546203187,0.1669495247304359,0.7599431218024572,0.8314673150617693,0.605587899684906,1.1780002117156982,1.0746109007183342,1.0218675,1.990651,nsfnet,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.0701491600897437,1.5506429508974358,1.1390870382905982,0.7650930064289432,0.8282919197053367,0.2349069935710568,0.1717080802946633,0.7671661553064232,0.8307640585927676,0.6300446391105652,1.2896050214767456,1.0742570282322872,1.0701492,2.1325677,nsfnet,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.99355926,2.170664928333333,1.2984299736495726,0.6800514616680841,0.836850248754645,0.319948538331916,0.163149751245355,0.6909090928548423,0.8359344947060917,0.6164095401763916,1.517130732536316,1.0914947952846288,0.99355926,2.6494914,abilene,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,1.0034487094017093,2.67586321965812,1.2776909296752137,0.6711188794678355,0.8316706546497533,0.3288811205321644,0.1683293453502466,0.6906226275185807,0.8369746672863508,0.6002161502838135,1.4041348695755005,1.0927792052638592,1.0034487,2.6758632,abilene,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9900585400307697,2.6401561023931626,1.2748650034444444,0.6911866864816419,0.8382649526582503,0.3088133135183581,0.1617350473417496,0.6917392695575272,0.8382188229982948,0.6327958703041077,1.2704874277114868,1.0909684093662173,0.9900585392307693,2.6401561,abilene,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.0978256652564102,1.5069651226239318,1.1223382237692308,0.7609319713644564,0.8299036884090172,0.2390680286355435,0.1700963115909828,0.7545651335552633,0.8310150661738516,0.6234637498855591,1.1295514106750488,1.0925757718535796,1.0978257,2.0392244,nsfnet,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,1.0396576224999998,1.475240045111111,1.0785819466324786,0.7661838859071035,0.8330465927360978,0.2338161140928964,0.1669534072639021,0.7598529900328781,0.8314751053354861,0.605587899684906,1.1780002117156982,1.0932636368697757,1.0396576,2.0246361,nsfnet,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.0889252866666663,1.5779554444444448,1.1590205545128205,0.7649080265178863,0.8283290703800916,0.2350919734821137,0.1716709296199083,0.7668469855609253,0.8307662779780693,0.6300446391105652,1.2896050214767456,1.0928212897829064,1.0889253,2.169318,nsfnet,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,uncertainty,mult_0p5,uncertainty:mult_0p5,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.5
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9500242044444444,2.0777950666666665,1.2420280415384617,0.6809286922137983,0.8371677603879168,0.3190713077862017,0.1628322396120832,0.6953459670449857,0.8384545093319699,0.6164095401763916,1.517130732536316,1.0457474049990665,0.9500242,2.5333979,abilene,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.95884906974359,2.556930850427351,1.2208321776239317,0.6809465589662095,0.833213359625948,0.3190534410337906,0.166786640374052,0.6993488930242984,0.8391809281891724,0.6002161502838135,1.4041348695755005,1.0463896244912123,0.95884907,2.5569308153846158,abilene,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9468887392991452,2.525036631794872,1.219844680547009,0.6911355260014216,0.8382489443756778,0.3088644739985783,0.1617510556243222,0.6914269509022932,0.8377980090646245,0.6327958703041077,1.2704874277114868,1.0454842362554246,0.94688874,2.5250366,abilene,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.051097666,1.44309172991453,1.0747536432307692,0.7613004244887072,0.829909098314373,0.2386995755112928,0.170090901685627,0.7549428645146344,0.8309921146717668,0.6234637498855591,1.1295514106750488,1.0462878841220518,1.0510977,1.9517607,nsfnet,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,0.99518244,1.412913325,1.0328356019034188,0.7663898928972602,0.8330565587935771,0.2336101071027398,0.1669434412064228,0.7600808841883621,0.8314535405733572,0.605587899684906,1.1780002117156982,1.046631792363146,0.99518244,1.9396734,nsfnet,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.041984997863248,1.5096742178205127,1.1091867748547009,0.7653827848856178,0.828233722568265,0.2346172151143822,0.1717662774317349,0.7676526623191446,0.830754946277134,0.6300446391105652,1.2896050214767456,1.0464106381286502,1.041985,2.0774423,nsfnet,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,robust,nominal_s2,robust:nominal_s2,lp_only,8,128,8,2,0.1,160,0.001,2,1,0,0.7,0.3,0.25
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9500242044444444,2.0777950666666665,1.2420280415384617,0.6809286922137983,0.8371677603879168,0.3190713077862017,0.1628322396120832,0.6953459670449857,0.8384545093319699,0.6164095401763916,1.517130732536316,1.0457474049990665,0.9500242,2.5333979,abilene,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.95884906974359,2.556930850427351,1.2208321776239317,0.6809465589662095,0.833213359625948,0.3190534410337906,0.166786640374052,0.6993488930242984,0.8391809281891724,0.6002161502838135,1.4041348695755005,1.0463896244912123,0.95884907,2.5569308153846158,abilene,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9468887392991452,2.525036631794872,1.219844680547009,0.6911355260014216,0.8382489443756778,0.3088644739985783,0.1617510556243222,0.6914269509022932,0.8377980090646245,0.6327958703041077,1.2704874277114868,1.0454842362554246,0.94688874,2.5250366,abilene,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.051097666,1.44309172991453,1.0747536432307692,0.7613004244887072,0.829909098314373,0.2386995755112928,0.170090901685627,0.7549428645146344,0.8309921146717668,0.6234637498855591,1.1295514106750488,1.0462878841220518,1.0510977,1.9517607,nsfnet,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,0.99518244,1.412913325,1.0328356019034188,0.7663898928972602,0.8330565587935771,0.2336101071027398,0.1669434412064228,0.7600808841883621,0.8314535405733572,0.605587899684906,1.1780002117156982,1.046631792363146,0.99518244,1.9396734,nsfnet,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,robust,balanced_s3,robust:balanced_s3,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
