topology,load_scale,method,prediction_mae_mean,prediction_rmse_mean,nominal_max_utilization_mean,nominal_max_utilization_std,critical_failure_reopt_max_utilization_mean,random_failure_reopt_max_utilization_mean,critical_failure_fixed_disrupted_fraction_mean,random_failure_fixed_disrupted_fraction_mean,critical_failure_fixed_fairness_mean,random_failure_fixed_fairness_mean,robust_worst_case_utilization_mean
sample,0.8,current_demand_lp,0.38040652073174697,0.5574231444378215,0.32880569047496944,0.0015871543410042447,0.6245276895692309,0.5709632253652015,0.269004197605192,0.1614420757367034,0.7625274375537756,0.8515928716592678,
sample,0.8,linear_autoregressive,0.5109767766047966,0.675450553148575,0.3232025528678877,0.027912502509904194,0.6119516376369232,0.5641964438497558,0.2734128389082061,0.16659192724944286,0.7637843066141394,0.8445007916490597,
sample,0.8,lstm,0.3994984348150432,0.521326083758612,0.30879401783711846,0.003272212823761427,0.5867086308046154,0.5405469327959462,0.27030658687174963,0.16454733772237354,0.7666854532700668,0.8507232494495222,
sample,0.8,moving_average,0.7866804569047783,0.9414501362541929,0.3403961230008791,0.003757530168158038,0.6467526299384616,0.6074690198844933,0.26992997515487355,0.16360034013715166,0.7632055478079127,0.8506254056251914,
sample,0.8,robust_current_demand_lp,0.38040652073174697,0.5574231444378215,0.32880569018510375,0.001587154306814461,0.6245276895692309,0.5709632253652015,0.26657078524198785,0.16318056419865448,0.7699718211555674,0.8491758670440024,0.624527688076923
sample,0.8,transformer,0.48723315612521134,0.6055648605503737,0.27882557531628815,0.008306488931039508,0.5297685907753846,0.4971843740422467,0.2724440714297311,0.16661723126086703,0.7604353847417855,0.8488820882038616,
sample,0.8,uncertainty_aware_lstm_robust_lp,0.3994984348150432,0.521326083758612,0.31810843891990237,0.0024645424081552866,0.6044060317384616,0.5558004220109891,0.26662389463506797,0.1652466078684675,0.7760649187665299,0.8492665053742854,0.6044060307692307
sample,1.0,current_demand_lp,0.4396637482615583,0.6466953410316119,0.4102786266422467,0.0032368860428369298,0.7794676422876923,0.7128805418778998,0.26987537854746135,0.16185061585465593,0.7621246004523686,0.8514815428560957,
sample,1.0,linear_autoregressive,0.591085152374939,0.7719706979093799,0.40317486923199025,0.03571572002262006,0.7643897156307693,0.7049881914758241,0.27340696137880377,0.16656592185061403,0.7639436419225081,0.8451473320718177,
sample,1.0,lstm,0.6120631239038898,0.7631437036503322,0.37397723464615384,0.00396200709433921,0.7105567432307692,0.6591273045024421,0.27085806948916147,0.16449849525493765,0.7641228231313455,0.8503764224579113,
